time_start,time_end,SEK_per_kWh,EUR_per_kWh,EXR
2026-01-01T00:00:00+01:00,2026-01-01T00:15:00+01:00,0.32676,0.03025,10.801826
2026-01-01T00:15:00+01:00,2026-01-01T00:30:00+01:00,0.32038,0.02966,10.801826
2026-01-01T00:30:00+01:00,2026-01-01T00:45:00+01:00,0.31639,0.02929,10.801826
2026-01-01T00:45:00+01:00,2026-01-01T01:00:00+01:00,0.31163,0.02885,10.801826
2026-01-01T01:00:00+01:00,2026-01-01T01:15:00+01:00,0.29154,0.02699,10.801826
2026-01-01T01:15:00+01:00,2026-01-01T01:30:00+01:00,0.30213,0.02797,10.801826
2026-01-01T01:30:00+01:00,2026-01-01T01:45:00+01:00,0.26367,0.02441,10.801826
2026-01-01T01:45:00+01:00,2026-01-01T02:00:00+01:00,0.19432,0.01799,10.801826
2026-01-01T02:00:00+01:00,2026-01-01T02:15:00+01:00,0.25741,0.02383,10.801826
2026-01-01T02:15:00+01:00,2026-01-01T02:30:00+01:00,0.17672,0.01636,10.801826
2026-01-01T02:30:00+01:00,2026-01-01T02:45:00+01:00,0.14226,0.01317,10.801826
2026-01-01T02:45:00+01:00,2026-01-01T03:00:00+01:00,0.07777,0.0072,10.801826
2026-01-01T03:00:00+01:00,2026-01-01T03:15:00+01:00,0.11698,0.01083,10.801826
2026-01-01T03:15:00+01:00,2026-01-01T03:30:00+01:00,0.07291,0.00675,10.801826
2026-01-01T03:30:00+01:00,2026-01-01T03:45:00+01:00,0.05973,0.00553,10.801826
2026-01-01T03:45:00+01:00,2026-01-01T04:00:00+01:00,0.05595,0.00518,10.801826
2026-01-01T04:00:00+01:00,2026-01-01T04:15:00+01:00,0.06157,0.0057,10.801826
2026-01-01T04:15:00+01:00,2026-01-01T04:30:00+01:00,0.05973,0.00553,10.801826
2026-01-01T04:30:00+01:00,2026-01-01T04:45:00+01:00,0.05401,0.005,10.801826
2026-01-01T04:45:00+01:00,2026-01-01T05:00:00+01:00,0.04958,0.00459,10.801826
2026-01-01T05:00:00+01:00,2026-01-01T05:15:00+01:00,0.05412,0.00501,10.801826
2026-01-01T05:15:00+01:00,2026-01-01T05:30:00+01:00,0.0499,0.00462,10.801826
2026-01-01T05:30:00+01:00,2026-01-01T05:45:00+01:00,0.05001,0.00463,10.801826
2026-01-01T05:45:00+01:00,2026-01-01T06:00:00+01:00,0.04807,0.00445,10.801826
2026-01-01T06:00:00+01:00,2026-01-01T06:15:00+01:00,0.05217,0.00483,10.801826
2026-01-01T06:15:00+01:00,2026-01-01T06:30:00+01:00,0.0498,0.00461,10.801826
