time_start,time_end,SEK_per_kWh,EUR_per_kWh,EXR
2024-01-01T00:00:00+01:00,2024-01-01T01:00:00+01:00,0.32915,0.02956,11.134982
2024-01-01T01:00:00+01:00,2024-01-01T02:00:00+01:00,0.3169,0.02846,11.134982
2024-01-01T02:00:00+01:00,2024-01-01T03:00:00+01:00,0.29686,0.02666,11.134982
2024-01-01T03:00:00+01:00,2024-01-01T04:00:00+01:00,0.27258,0.02448,11.134982
2024-01-01T04:00:00+01:00,2024-01-01T05:00:00+01:00,0.26735,0.02401,11.134982
2024-01-01T05:00:00+01:00,2024-01-01T06:00:00+01:00,0.2364,0.02123,11.134982
2024-01-01T06:00:00+01:00,2024-01-01T07:00:00+01:00,0.25187,0.02262,11.134982
2024-01-01T07:00:00+01:00,2024-01-01T08:00:00+01:00,0.27882,0.02504,11.134982
2024-01-01T08:00:00+01:00,2024-01-01T09:00:00+01:00,0.29218,0.02624,11.134982
2024-01-01T09:00:00+01:00,2024-01-01T10:00:00+01:00,0.35866,0.03221,11.134982
2024-01-01T10:00:00+01:00,2024-01-01T11:00:00+01:00,0.46032,0.04134,11.134982
2024-01-01T11:00:00+01:00,2024-01-01T12:00:00+01:00,0.48448,0.04351,11.134982
2024-01-01T12:00:00+01:00,2024-01-01T13:00:00+01:00,0.47903,0.04302,11.134982
2024-01-01T13:00:00+01:00,2024-01-01T14:00:00+01:00,0.49317,0.04429,11.134982
2024-01-01T14:00:00+01:00,2024-01-01T15:00:00+01:00,0.51488,0.04624,11.134982
2024-01-01T15:00:00+01:00,2024-01-01T16:00:00+01:00,0.56354,0.05061,11.134982
2024-01-01T16:00:00+01:00,2024-01-01T17:00:00+01:00,0.6622,0.05947,11.134982
2024-01-01T17:00:00+01:00,2024-01-01T18:00:00+01:00,0.72366,0.06499,11.134982
2024-01-01T18:00:00+01:00,2024-01-01T19:00:00+01:00,0.68747,0.06174,11.134982
2024-01-01T19:00:00+01:00,2024-01-01T20:00:00+01:00,0.6132,0.05507,11.134982
2024-01-01T20:00:00+01:00,2024-01-01T21:00:00+01:00,0.53459,0.04801,11.134982
2024-01-01T21:00:00+01:00,2024-01-01T22:00:00+01:00,0.49005,0.04401,11.134982
2024-01-01T22:00:00+01:00,2024-01-01T23:00:00+01:00,0.5033,0.0452,11.134982
2024-01-01T23:00:00+01:00,2024-01-02T00:00:00+01:00,0.42313,0.038,11.134982
2024-01-02T00:00:00+01:00,2024-01-02T01:00:00+01:00,0.42367,0.038,11.149202
2024-01-02T01:00:00+01:00,2024-01-02T02:00:00+01:00,0.37417,0.03356,11.149202
2024-01-02T02:00:00+01:00,2024-01-02T03:00:00+01:00,0.35711,0.03203,11.149202
2024-01-02T03:00:00+01:00,2024-01-02T04:00:00+01:00,0.36001,0.03229,11.149202
2024-01-02T04:00:00+01:00,2024-01-02T05:00:00+01:00,0.40918,0.0367,11.149202
2024-01-02T05:00:00+01:00,2024-01-02T06:00:00+01:00,0.46514,0.04172,11.149202
2024-01-02T06:00:00+01:00,2024-01-02T07:00:00+01:00,0.54832,0.04918,11.149202
2024-01-02T07:00:00+01:00,2024-01-02T08:00:00+01:00,0.65502,0.05875,11.149202
2024-01-02T08:00:00+01:00,2024-01-02T09:00:00+01:00,0.73217,0.06567,11.149202
2024-01-02T09:00:00+01:00,2024-01-02T10:00:00+01:00,0.73707,0.06611,11.149202
2024-01-02T10:00:00+01:00,2024-01-02T11:00:00+01:00,0.76907,0.06898,11.149202
2024-01-02T11:00:00+01:00,2024-01-02T12:00:00+01:00,0.81991,0.07354,11.149202
2024-01-02T12:00:00+01:00,2024-01-02T13:00:00+01:00,0.87142,0.07816,11.149202
2024-01-02T13:00:00+01:00,2024-01-02T14:00:00+01:00,0.87934,0.07887,11.149202
2024-01-02T14:00:00+01:00,2024-01-02T15:00:00+01:00,0.88346,0.07924,11.149202
