time_start,fcr_n_price_eur_mw,fcr_n_volume_mw,fcr_d_up_price_eur_mw,fcr_d_up_volume_mw,fcr_d_down_price_eur_mw,fcr_d_down_volume_mw
2026-01-01T00:00:00,9.451339285714285,224.0,3.928365553602812,569.0,1.1634275936599423,555.2
2026-01-01T01:00:00,9.479016393442622,244.0,3.231568998109641,529.0,1.2419436717663421,575.2
2026-01-01T02:00:00,9.355655737704918,244.0,2.2631147540983605,549.0,1.3504694019471488,575.2
2026-01-01T03:00:00,9.430819672131147,244.0,1.6584772313296903,549.0,1.1653511821974964,575.2
2026-01-01T04:00:00,9.470655737704918,244.0,2.151758034026465,529.0,1.3515994436717664,575.2
2026-01-01T05:00:00,9.467950819672131,244.0,3.4102914389799635,549.0,1.3203929068150209,575.2
2026-01-01T06:00:00,9.684642857142856,224.0,3.5470720562390157,569.0,1.1655424200278164,575.2
2026-01-01T07:00:00,9.875223214285715,224.0,3.860456942003515,569.0,1.1655163421418637,575.2
2026-01-01T08:00:00,10.611475409836066,244.0,4.867741935483871,589.0,1.3506954102920723,575.2
2026-01-01T09:00:00,9.775975409836066,244.0,4.8724007561436675,529.0,1.3506954102920723,575.2
2026-01-01T10:00:00,9.792213114754098,244.0,5.147540983606557,549.0,1.3515994436717664,575.2
2026-01-01T11:00:00,9.642377049180327,244.0,4.133742911153119,529.0,1.3502433936022253,575.2
2026-01-01T12:00:00,10.0,244.0,4.117901639344263,549.0,1.3497913769123784,575.2
2026-01-01T13:00:00,10.0,244.0,3.962393442622951,549.0,1.347192280945758,575.2
2026-01-01T14:00:00,9.840901639344262,244.0,4.577138433515483,549.0,1.350356397774687,575.2
2026-01-01T15:00:00,11.90983606557377,244.0,5.110100169779287,589.0,1.320201668984701,575.2
2026-01-01T16:00:00,11.681803278688525,244.0,4.494105263157895,589.0,1.2585535465924895,575.2
2026-01-01T17:00:00,11.669180327868853,244.0,4.495957820738137,569.0,1.1653424895688456,575.2
2026-01-01T18:00:00,11.637090163934426,244.0,3.9438064516129034,589.0,1.1652729485396385,575.2
2026-01-01T19:00:00,10.857131147540983,244.0,3.7870967741935484,589.0,1.15,575.2
2026-01-01T20:00:00,10.5196875,224.0,3.7850594227504244,589.0,1.257154033379694,575.2
2026-01-01T21:00:00,10.319262295081968,244.0,3.4106375227686705,549.0,1.3506954102920723,575.2
2026-01-01T22:00:00,10.345040983606557,244.0,3.102811950790861,569.0,1.3468532684283727,575.2
2026-01-01T23:00:00,10.48672131147541,244.0,2.288664323374341,569.0,1.2578233657858136,575.2
2026-01-02T00:00:00,11.0,246.5,1.6621818181818182,594.0,1.0708536585365853,574.0
