time_start,zone,psr_type,generation_mw,resolution_minutes
2022-01-01T00:00:00+00:00,DK1,solar,0.72,60
2022-01-01T01:00:00+00:00,DK1,solar,0.72,60
2022-01-01T02:00:00+00:00,DK1,solar,0.72,60
2022-01-01T03:00:00+00:00,DK1,solar,0.72,60
2022-01-01T04:00:00+00:00,DK1,solar,0.72,60
2022-01-01T05:00:00+00:00,DK1,solar,0.72,60
2022-01-01T06:00:00+00:00,DK1,solar,0.71,60
2022-01-01T07:00:00+00:00,DK1,solar,0.76,60
2022-01-01T08:00:00+00:00,DK1,solar,8.72,60
2022-01-01T09:00:00+00:00,DK1,solar,32.28,60
2022-01-01T10:00:00+00:00,DK1,solar,50.54,60
2022-01-01T11:00:00+00:00,DK1,solar,45.59,60
2022-01-01T12:00:00+00:00,DK1,solar,28.44,60
2022-01-01T13:00:00+00:00,DK1,solar,12.24,60
2022-01-01T14:00:00+00:00,DK1,solar,2.38,60
2022-01-01T15:00:00+00:00,DK1,solar,0.57,60
2022-01-01T16:00:00+00:00,DK1,solar,0.57,60
2022-01-01T17:00:00+00:00,DK1,solar,0.57,60
2022-01-01T18:00:00+00:00,DK1,solar,0.57,60
2022-01-01T19:00:00+00:00,DK1,solar,0.57,60
2022-01-01T20:00:00+00:00,DK1,solar,0.57,60
2022-01-01T21:00:00+00:00,DK1,solar,0.57,60
2022-01-01T22:00:00+00:00,DK1,solar,0.57,60
2022-01-01T23:00:00+00:00,DK1,solar,0.57,60
2022-01-02T00:00:00+00:00,DK1,solar,0.57,60
2022-01-02T01:00:00+00:00,DK1,solar,0.57,60
2022-01-02T02:00:00+00:00,DK1,solar,0.56,60
2022-01-02T03:00:00+00:00,DK1,solar,0.57,60
2022-01-02T04:00:00+00:00,DK1,solar,0.57,60
2022-01-02T05:00:00+00:00,DK1,solar,0.57,60
2022-01-02T06:00:00+00:00,DK1,solar,0.57,60
2022-01-02T07:00:00+00:00,DK1,solar,0.57,60
2022-01-02T08:00:00+00:00,DK1,solar,2.72,60
2022-01-02T09:00:00+00:00,DK1,solar,12.35,60
2022-01-02T10:00:00+00:00,DK1,solar,18.94,60
2022-01-02T11:00:00+00:00,DK1,solar,22.96,60
2022-01-02T12:00:00+00:00,DK1,solar,21.46,60
2022-01-02T13:00:00+00:00,DK1,solar,10.77,60
2022-01-02T14:00:00+00:00,DK1,solar,1.64,60
2022-01-02T15:00:00+00:00,DK1,solar,0.58,60
2022-01-02T16:00:00+00:00,DK1,solar,0.57,60
2022-01-02T17:00:00+00:00,DK1,solar,0.57,60
2022-01-02T18:00:00+00:00,DK1,solar,0.57,60
2022-01-02T19:00:00+00:00,DK1,solar,0.57,60
2022-01-02T20:00:00+00:00,DK1,solar,0.56,60
2022-01-02T21:00:00+00:00,DK1,solar,0.57,60
2022-01-02T22:00:00+00:00,DK1,solar,0.56,60
2022-01-02T23:00:00+00:00,DK1,solar,0.56,60
2022-01-03T00:00:00+00:00,DK1,solar,0.56,60
2022-01-03T01:00:00+00:00,DK1,solar,0.56,60
2022-01-03T02:00:00+00:00,DK1,solar,0.56,60
2022-01-03T03:00:00+00:00,DK1,solar,0.56,60
2022-01-03T04:00:00+00:00,DK1,solar,0.56,60
2022-01-03T05:00:00+00:00,DK1,solar,0.57,60
2022-01-03T06:00:00+00:00,DK1,solar,0.56,60
2022-01-03T07:00:00+00:00,DK1,solar,0.58,60
2022-01-03T08:00:00+00:00,DK1,solar,5.64,60
2022-01-03T09:00:00+00:00,DK1,solar,21.79,60
2022-01-03T10:00:00+00:00,DK1,solar,42.79,60
2022-01-03T11:00:00+00:00,DK1,solar,51.34,60
2022-01-03T12:00:00+00:00,DK1,solar,51.16,60
2022-01-03T13:00:00+00:00,DK1,solar,33.86,60
2022-01-03T14:00:00+00:00,DK1,solar,8.77,60
2022-01-03T15:00:00+00:00,DK1,solar,0.94,60
2022-01-03T16:00:00+00:00,DK1,solar,0.82,60
2022-01-03T17:00:00+00:00,DK1,solar,0.82,60
2022-01-03T18:00:00+00:00,DK1,solar,0.82,60
2022-01-03T19:00:00+00:00,DK1,solar,0.82,60
2022-01-03T20:00:00+00:00,DK1,solar,0.82,60
2022-01-03T21:00:00+00:00,DK1,solar,0.82,60
2022-01-03T22:00:00+00:00,DK1,solar,0.82,60
2022-01-03T23:00:00+00:00,DK1,solar,0.82,60
2022-01-04T00:00:00+00:00,DK1,solar,0.82,60
2022-01-04T01:00:00+00:00,DK1,solar,0.82,60
2022-01-04T02:00:00+00:00,DK1,solar,0.82,60
2022-01-04T03:00:00+00:00,DK1,solar,0.82,60
2022-01-04T04:00:00+00:00,DK1,solar,0.82,60
2022-01-04T05:00:00+00:00,DK1,solar,0.82,60
2022-01-04T06:00:00+00:00,DK1,solar,0.82,60
2022-01-04T07:00:00+00:00,DK1,solar,0.93,60
2022-01-04T08:00:00+00:00,DK1,solar,15.66,60
2022-01-04T09:00:00+00:00,DK1,solar,87.14,60
2022-01-04T10:00:00+00:00,DK1,solar,145.39,60
2022-01-04T11:00:00+00:00,DK1,solar,225.59,60
2022-01-04T12:00:00+00:00,DK1,solar,220.94,60
2022-01-04T13:00:00+00:00,DK1,solar,119.23,60
2022-01-04T14:00:00+00:00,DK1,solar,35.32,60
2022-01-04T15:00:00+00:00,DK1,solar,3.95,60
2022-01-04T16:00:00+00:00,DK1,solar,3.4,60
2022-01-04T17:00:00+00:00,DK1,solar,3.4,60
2022-01-04T18:00:00+00:00,DK1,solar,3.4,60
2022-01-04T19:00:00+00:00,DK1,solar,3.41,60
2022-01-04T20:00:00+00:00,DK1,solar,3.42,60
2022-01-04T21:00:00+00:00,DK1,solar,3.42,60
2022-01-04T22:00:00+00:00,DK1,solar,3.42,60
2022-01-04T23:00:00+00:00,DK1,solar,3.42,60
2022-01-05T00:00:00+00:00,DK1,solar,3.43,60
2022-01-05T01:00:00+00:00,DK1,solar,3.4,60
2022-01-05T02:00:00+00:00,DK1,solar,3.4,60
2022-01-05T03:00:00+00:00,DK1,solar,3.42,60
2022-01-05T04:00:00+00:00,DK1,solar,3.42,60
2022-01-05T05:00:00+00:00,DK1,solar,3.38,60
2022-01-05T06:00:00+00:00,DK1,solar,3.42,60
2022-01-05T07:00:00+00:00,DK1,solar,3.93,60
2022-01-05T08:00:00+00:00,DK1,solar,11.56,60
2022-01-05T09:00:00+00:00,DK1,solar,66.12,60
2022-01-05T10:00:00+00:00,DK1,solar,133.4,60
2022-01-05T11:00:00+00:00,DK1,solar,140.72,60
2022-01-05T12:00:00+00:00,DK1,solar,91.59,60
2022-01-05T13:00:00+00:00,DK1,solar,42.6,60
2022-01-05T14:00:00+00:00,DK1,solar,18.89,60
2022-01-05T15:00:00+00:00,DK1,solar,3.26,60
2022-01-05T16:00:00+00:00,DK1,solar,3.39,60
2022-01-05T17:00:00+00:00,DK1,solar,3.4,60
2022-01-05T18:00:00+00:00,DK1,solar,3.43,60
2022-01-05T19:00:00+00:00,DK1,solar,3.44,60
2022-01-05T20:00:00+00:00,DK1,solar,3.44,60
2022-01-05T21:00:00+00:00,DK1,solar,3.43,60
2022-01-05T22:00:00+00:00,DK1,solar,3.44,60
2022-01-05T23:00:00+00:00,DK1,solar,3.38,60
2022-01-06T00:00:00+00:00,DK1,solar,3.38,60
2022-01-06T01:00:00+00:00,DK1,solar,3.38,60
2022-01-06T02:00:00+00:00,DK1,solar,3.39,60
2022-01-06T03:00:00+00:00,DK1,solar,3.37,60
2022-01-06T04:00:00+00:00,DK1,solar,3.38,60
2022-01-06T05:00:00+00:00,DK1,solar,3.41,60
2022-01-06T06:00:00+00:00,DK1,solar,3.37,60
2022-01-06T07:00:00+00:00,DK1,solar,4.34,60
2022-01-06T08:00:00+00:00,DK1,solar,45.55,60
2022-01-06T09:00:00+00:00,DK1,solar,179.34,60
2022-01-06T10:00:00+00:00,DK1,solar,308.36,60
2022-01-06T11:00:00+00:00,DK1,solar,342.64,60
2022-01-06T12:00:00+00:00,DK1,solar,282.59,60
2022-01-06T13:00:00+00:00,DK1,solar,119.02,60
2022-01-06T14:00:00+00:00,DK1,solar,33.94,60
2022-01-06T15:00:00+00:00,DK1,solar,4.18,60
2022-01-06T16:00:00+00:00,DK1,solar,3.4,60
2022-01-06T17:00:00+00:00,DK1,solar,3.41,60
2022-01-06T18:00:00+00:00,DK1,solar,3.41,60
2022-01-06T19:00:00+00:00,DK1,solar,3.41,60
2022-01-06T20:00:00+00:00,DK1,solar,3.41,60
2022-01-06T21:00:00+00:00,DK1,solar,3.41,60
2022-01-06T22:00:00+00:00,DK1,solar,3.42,60
2022-01-06T23:00:00+00:00,DK1,solar,3.45,60
2022-01-07T00:00:00+00:00,DK1,solar,3.45,60
2022-01-07T01:00:00+00:00,DK1,solar,3.45,60
2022-01-07T02:00:00+00:00,DK1,solar,3.44,60
2022-01-07T03:00:00+00:00,DK1,solar,3.45,60
2022-01-07T04:00:00+00:00,DK1,solar,3.41,60
2022-01-07T05:00:00+00:00,DK1,solar,3.4,60
2022-01-07T06:00:00+00:00,DK1,solar,3.44,60
2022-01-07T07:00:00+00:00,DK1,solar,3.38,60
2022-01-07T08:00:00+00:00,DK1,solar,6.52,60
2022-01-07T09:00:00+00:00,DK1,solar,41.35,60
2022-01-07T10:00:00+00:00,DK1,solar,75.66,60
2022-01-07T11:00:00+00:00,DK1,solar,132.61,60
2022-01-07T12:00:00+00:00,DK1,solar,183.77,60
2022-01-07T13:00:00+00:00,DK1,solar,94.95,60
2022-01-07T14:00:00+00:00,DK1,solar,15.6,60
2022-01-07T15:00:00+00:00,DK1,solar,3.71,60
2022-01-07T16:00:00+00:00,DK1,solar,3.34,60
2022-01-07T17:00:00+00:00,DK1,solar,3.39,60
2022-01-07T18:00:00+00:00,DK1,solar,3.39,60
2022-01-07T19:00:00+00:00,DK1,solar,3.42,60
2022-01-07T20:00:00+00:00,DK1,solar,3.42,60
2022-01-07T21:00:00+00:00,DK1,solar,3.41,60
2022-01-07T22:00:00+00:00,DK1,solar,3.42,60
2022-01-07T23:00:00+00:00,DK1,solar,3.4,60
2022-01-08T00:00:00+00:00,DK1,solar,3.41,60
2022-01-08T01:00:00+00:00,DK1,solar,3.41,60
2022-01-08T02:00:00+00:00,DK1,solar,3.42,60
2022-01-08T03:00:00+00:00,DK1,solar,3.42,60
2022-01-08T04:00:00+00:00,DK1,solar,3.41,60
2022-01-08T05:00:00+00:00,DK1,solar,3.39,60
2022-01-08T06:00:00+00:00,DK1,solar,3.39,60
2022-01-08T07:00:00+00:00,DK1,solar,3.28,60
2022-01-08T08:00:00+00:00,DK1,solar,18.29,60
2022-01-08T09:00:00+00:00,DK1,solar,138.22,60
2022-01-08T10:00:00+00:00,DK1,solar,193.21,60
2022-01-08T11:00:00+00:00,DK1,solar,178.87,60
2022-01-08T12:00:00+00:00,DK1,solar,130.84,60
2022-01-08T13:00:00+00:00,DK1,solar,98.08,60
2022-01-08T14:00:00+00:00,DK1,solar,33.69,60
2022-01-08T15:00:00+00:00,DK1,solar,3.87,60
2022-01-08T16:00:00+00:00,DK1,solar,3.44,60
2022-01-08T17:00:00+00:00,DK1,solar,3.49,60
2022-01-08T18:00:00+00:00,DK1,solar,3.5,60
2022-01-08T19:00:00+00:00,DK1,solar,3.51,60
2022-01-08T20:00:00+00:00,DK1,solar,3.5,60
2022-01-08T21:00:00+00:00,DK1,solar,3.5,60
2022-01-08T22:00:00+00:00,DK1,solar,3.49,60
2022-01-08T23:00:00+00:00,DK1,solar,3.49,60
2022-01-09T00:00:00+00:00,DK1,solar,3.5,60
2022-01-09T01:00:00+00:00,DK1,solar,3.52,60
2022-01-09T02:00:00+00:00,DK1,solar,3.5,60
2022-01-09T03:00:00+00:00,DK1,solar,3.48,60
2022-01-09T04:00:00+00:00,DK1,solar,3.49,60
2022-01-09T05:00:00+00:00,DK1,solar,3.51,60
2022-01-09T06:00:00+00:00,DK1,solar,3.51,60
2022-01-09T07:00:00+00:00,DK1,solar,3.5,60
2022-01-09T08:00:00+00:00,DK1,solar,5.91,60
2022-01-09T09:00:00+00:00,DK1,solar,17.9,60
2022-01-09T10:00:00+00:00,DK1,solar,32.68,60
2022-01-09T11:00:00+00:00,DK1,solar,49.94,60
2022-01-09T12:00:00+00:00,DK1,solar,47.29,60
2022-01-09T13:00:00+00:00,DK1,solar,26.75,60
2022-01-09T14:00:00+00:00,DK1,solar,9.03,60
2022-01-09T15:00:00+00:00,DK1,solar,3.24,60
2022-01-09T16:00:00+00:00,DK1,solar,3.44,60
2022-01-09T17:00:00+00:00,DK1,solar,3.42,60
2022-01-09T18:00:00+00:00,DK1,solar,3.45,60
2022-01-09T19:00:00+00:00,DK1,solar,3.45,60
2022-01-09T20:00:00+00:00,DK1,solar,3.45,60
2022-01-09T21:00:00+00:00,DK1,solar,3.48,60
2022-01-09T22:00:00+00:00,DK1,solar,3.48,60
2022-01-09T23:00:00+00:00,DK1,solar,3.49,60
2022-01-10T00:00:00+00:00,DK1,solar,3.49,60
2022-01-10T01:00:00+00:00,DK1,solar,3.48,60
2022-01-10T02:00:00+00:00,DK1,solar,3.48,60
2022-01-10T03:00:00+00:00,DK1,solar,3.46,60
2022-01-10T04:00:00+00:00,DK1,solar,3.46,60
2022-01-10T05:00:00+00:00,DK1,solar,3.47,60
2022-01-10T06:00:00+00:00,DK1,solar,3.46,60
2022-01-10T07:00:00+00:00,DK1,solar,3.48,60
2022-01-10T08:00:00+00:00,DK1,solar,15.49,60
2022-01-10T09:00:00+00:00,DK1,solar,50.0,60
2022-01-10T10:00:00+00:00,DK1,solar,112.63,60
2022-01-10T11:00:00+00:00,DK1,solar,154.87,60
2022-01-10T12:00:00+00:00,DK1,solar,156.03,60
2022-01-10T13:00:00+00:00,DK1,solar,69.6,60
2022-01-10T14:00:00+00:00,DK1,solar,14.08,60
2022-01-10T15:00:00+00:00,DK1,solar,3.37,60
2022-01-10T16:00:00+00:00,DK1,solar,3.42,60
2022-01-10T17:00:00+00:00,DK1,solar,3.42,60
2022-01-10T18:00:00+00:00,DK1,solar,3.43,60
2022-01-10T19:00:00+00:00,DK1,solar,3.42,60
2022-01-10T20:00:00+00:00,DK1,solar,3.44,60
2022-01-10T21:00:00+00:00,DK1,solar,3.44,60
2022-01-10T22:00:00+00:00,DK1,solar,3.45,60
2022-01-10T23:00:00+00:00,DK1,solar,3.45,60
2022-01-11T00:00:00+00:00,DK1,solar,3.48,60
2022-01-11T01:00:00+00:00,DK1,solar,3.48,60
2022-01-11T02:00:00+00:00,DK1,solar,3.47,60
2022-01-11T03:00:00+00:00,DK1,solar,3.45,60
2022-01-11T04:00:00+00:00,DK1,solar,3.42,60
2022-01-11T05:00:00+00:00,DK1,solar,3.4,60
2022-01-11T06:00:00+00:00,DK1,solar,3.46,60
2022-01-11T07:00:00+00:00,DK1,solar,4.35,60
2022-01-11T08:00:00+00:00,DK1,solar,17.3,60
2022-01-11T09:00:00+00:00,DK1,solar,30.67,60
2022-01-11T10:00:00+00:00,DK1,solar,53.93,60
2022-01-11T11:00:00+00:00,DK1,solar,59.07,60
2022-01-11T12:00:00+00:00,DK1,solar,43.76,60
2022-01-11T13:00:00+00:00,DK1,solar,26.4,60
2022-01-11T14:00:00+00:00,DK1,solar,6.61,60
2022-01-11T15:00:00+00:00,DK1,solar,1.06,60
2022-01-11T16:00:00+00:00,DK1,solar,0.59,60
2022-01-11T17:00:00+00:00,DK1,solar,0.6,60
2022-01-11T18:00:00+00:00,DK1,solar,0.59,60
2022-01-11T19:00:00+00:00,DK1,solar,0.59,60
2022-01-11T20:00:00+00:00,DK1,solar,0.6,60
2022-01-11T21:00:00+00:00,DK1,solar,0.6,60
2022-01-11T22:00:00+00:00,DK1,solar,0.6,60
2022-01-11T23:00:00+00:00,DK1,solar,0.6,60
2022-01-12T00:00:00+00:00,DK1,solar,0.6,60
2022-01-12T01:00:00+00:00,DK1,solar,0.6,60
2022-01-12T02:00:00+00:00,DK1,solar,0.6,60
2022-01-12T03:00:00+00:00,DK1,solar,0.6,60
2022-01-12T04:00:00+00:00,DK1,solar,0.6,60
2022-01-12T05:00:00+00:00,DK1,solar,0.59,60
2022-01-12T06:00:00+00:00,DK1,solar,0.6,60
2022-01-12T07:00:00+00:00,DK1,solar,1.58,60
2022-01-12T08:00:00+00:00,DK1,solar,18.77,60
2022-01-12T09:00:00+00:00,DK1,solar,74.9,60
2022-01-12T10:00:00+00:00,DK1,solar,100.98,60
2022-01-12T11:00:00+00:00,DK1,solar,102.33,60
2022-01-12T12:00:00+00:00,DK1,solar,84.71,60
2022-01-12T13:00:00+00:00,DK1,solar,63.66,60
2022-01-12T14:00:00+00:00,DK1,solar,18.25,60
2022-01-12T15:00:00+00:00,DK1,solar,3.17,60
2022-01-12T16:00:00+00:00,DK1,solar,3.38,60
2022-01-12T17:00:00+00:00,DK1,solar,3.39,60
2022-01-12T18:00:00+00:00,DK1,solar,3.35,60
2022-01-12T19:00:00+00:00,DK1,solar,3.37,60
2022-01-12T20:00:00+00:00,DK1,solar,3.36,60
2022-01-12T21:00:00+00:00,DK1,solar,3.39,60
2022-01-12T22:00:00+00:00,DK1,solar,3.4,60
2022-01-12T23:00:00+00:00,DK1,solar,3.37,60
2022-01-13T00:00:00+00:00,DK1,solar,3.38,60
2022-01-13T01:00:00+00:00,DK1,solar,3.41,60
2022-01-13T02:00:00+00:00,DK1,solar,3.38,60
2022-01-13T03:00:00+00:00,DK1,solar,3.36,60
2022-01-13T04:00:00+00:00,DK1,solar,3.35,60
2022-01-13T05:00:00+00:00,DK1,solar,3.37,60
2022-01-13T06:00:00+00:00,DK1,solar,3.39,60
2022-01-13T07:00:00+00:00,DK1,solar,3.35,60
2022-01-13T08:00:00+00:00,DK1,solar,19.26,60
2022-01-13T09:00:00+00:00,DK1,solar,72.54,60
2022-01-13T10:00:00+00:00,DK1,solar,105.16,60
2022-01-13T11:00:00+00:00,DK1,solar,130.45,60
2022-01-13T12:00:00+00:00,DK1,solar,111.13,60
2022-01-13T13:00:00+00:00,DK1,solar,89.3,60
2022-01-13T14:00:00+00:00,DK1,solar,43.27,60
2022-01-13T15:00:00+00:00,DK1,solar,6.22,60
2022-01-13T16:00:00+00:00,DK1,solar,3.43,60
2022-01-13T17:00:00+00:00,DK1,solar,3.42,60
2022-01-13T18:00:00+00:00,DK1,solar,3.42,60
2022-01-13T19:00:00+00:00,DK1,solar,3.46,60
2022-01-13T20:00:00+00:00,DK1,solar,3.47,60
2022-01-13T21:00:00+00:00,DK1,solar,3.45,60
2022-01-13T22:00:00+00:00,DK1,solar,3.47,60
2022-01-13T23:00:00+00:00,DK1,solar,3.42,60
2022-01-14T00:00:00+00:00,DK1,solar,3.41,60
2022-01-14T01:00:00+00:00,DK1,solar,3.43,60
2022-01-14T02:00:00+00:00,DK1,solar,3.42,60
2022-01-14T03:00:00+00:00,DK1,solar,3.42,60
2022-01-14T04:00:00+00:00,DK1,solar,3.4,60
2022-01-14T05:00:00+00:00,DK1,solar,3.42,60
2022-01-14T06:00:00+00:00,DK1,solar,3.4,60
2022-01-14T07:00:00+00:00,DK1,solar,3.97,60
2022-01-14T08:00:00+00:00,DK1,solar,40.87,60
2022-01-14T09:00:00+00:00,DK1,solar,147.0,60
2022-01-14T10:00:00+00:00,DK1,solar,282.34,60
2022-01-14T11:00:00+00:00,DK1,solar,367.36,60
2022-01-14T12:00:00+00:00,DK1,solar,340.09,60
2022-01-14T13:00:00+00:00,DK1,solar,231.59,60
2022-01-14T14:00:00+00:00,DK1,solar,74.43,60
2022-01-14T15:00:00+00:00,DK1,solar,7.19,60
2022-01-14T16:00:00+00:00,DK1,solar,3.34,60
2022-01-14T17:00:00+00:00,DK1,solar,3.39,60
2022-01-14T18:00:00+00:00,DK1,solar,3.4,60
2022-01-14T19:00:00+00:00,DK1,solar,3.41,60
2022-01-14T20:00:00+00:00,DK1,solar,4.0,60
2022-01-14T21:00:00+00:00,DK1,solar,4.49,60
2022-01-14T22:00:00+00:00,DK1,solar,4.5,60
2022-01-14T23:00:00+00:00,DK1,solar,4.48,60
2022-01-15T00:00:00+00:00,DK1,solar,4.49,60
2022-01-15T01:00:00+00:00,DK1,solar,4.52,60
2022-01-15T02:00:00+00:00,DK1,solar,4.5,60
2022-01-15T03:00:00+00:00,DK1,solar,4.5,60
2022-01-15T04:00:00+00:00,DK1,solar,4.49,60
2022-01-15T05:00:00+00:00,DK1,solar,4.5,60
2022-01-15T06:00:00+00:00,DK1,solar,4.48,60
2022-01-15T07:00:00+00:00,DK1,solar,6.08,60
2022-01-15T08:00:00+00:00,DK1,solar,55.16,60
2022-01-15T09:00:00+00:00,DK1,solar,136.47,60
2022-01-15T10:00:00+00:00,DK1,solar,166.4,60
2022-01-15T11:00:00+00:00,DK1,solar,175.77,60
2022-01-15T12:00:00+00:00,DK1,solar,129.38,60
2022-01-15T13:00:00+00:00,DK1,solar,83.6,60
2022-01-15T14:00:00+00:00,DK1,solar,37.19,60
2022-01-15T15:00:00+00:00,DK1,solar,5.05,60
2022-01-15T16:00:00+00:00,DK1,solar,3.34,60
2022-01-15T17:00:00+00:00,DK1,solar,3.34,60
2022-01-15T18:00:00+00:00,DK1,solar,3.35,60
2022-01-15T19:00:00+00:00,DK1,solar,3.36,60
2022-01-15T20:00:00+00:00,DK1,solar,3.38,60
2022-01-15T21:00:00+00:00,DK1,solar,3.38,60
2022-01-15T22:00:00+00:00,DK1,solar,3.37,60
2022-01-15T23:00:00+00:00,DK1,solar,3.37,60
2022-01-16T00:00:00+00:00,DK1,solar,3.39,60
2022-01-16T01:00:00+00:00,DK1,solar,3.38,60
2022-01-16T02:00:00+00:00,DK1,solar,3.36,60
2022-01-16T03:00:00+00:00,DK1,solar,3.38,60
2022-01-16T04:00:00+00:00,DK1,solar,3.38,60
2022-01-16T05:00:00+00:00,DK1,solar,3.37,60
2022-01-16T06:00:00+00:00,DK1,solar,3.35,60
2022-01-16T07:00:00+00:00,DK1,solar,3.35,60
2022-01-16T08:00:00+00:00,DK1,solar,10.17,60
2022-01-16T09:00:00+00:00,DK1,solar,30.37,60
2022-01-16T10:00:00+00:00,DK1,solar,78.72,60
2022-01-16T11:00:00+00:00,DK1,solar,92.48,60
2022-01-16T12:00:00+00:00,DK1,solar,81.21,60
2022-01-16T13:00:00+00:00,DK1,solar,52.76,60
2022-01-16T14:00:00+00:00,DK1,solar,28.39,60
2022-01-16T15:00:00+00:00,DK1,solar,5.6,60
2022-01-16T16:00:00+00:00,DK1,solar,3.45,60
2022-01-16T17:00:00+00:00,DK1,solar,3.46,60
2022-01-16T18:00:00+00:00,DK1,solar,3.48,60
2022-01-16T19:00:00+00:00,DK1,solar,3.48,60
2022-01-16T20:00:00+00:00,DK1,solar,3.44,60
2022-01-16T21:00:00+00:00,DK1,solar,3.44,60
2022-01-16T22:00:00+00:00,DK1,solar,3.44,60
2022-01-16T23:00:00+00:00,DK1,solar,3.45,60
2022-01-17T00:00:00+00:00,DK1,solar,3.43,60
2022-01-17T01:00:00+00:00,DK1,solar,3.45,60
2022-01-17T02:00:00+00:00,DK1,solar,3.47,60
2022-01-17T03:00:00+00:00,DK1,solar,3.47,60
2022-01-17T04:00:00+00:00,DK1,solar,3.46,60
2022-01-17T05:00:00+00:00,DK1,solar,3.48,60
2022-01-17T06:00:00+00:00,DK1,solar,3.45,60
2022-01-17T07:00:00+00:00,DK1,solar,5.7,60
2022-01-17T08:00:00+00:00,DK1,solar,67.09,60
2022-01-17T09:00:00+00:00,DK1,solar,207.52,60
2022-01-17T10:00:00+00:00,DK1,solar,341.76,60
2022-01-17T11:00:00+00:00,DK1,solar,394.65,60
2022-01-17T12:00:00+00:00,DK1,solar,363.12,60
2022-01-17T13:00:00+00:00,DK1,solar,228.61,60
2022-01-17T14:00:00+00:00,DK1,solar,79.9,60
2022-01-17T15:00:00+00:00,DK1,solar,8.3,60
2022-01-17T16:00:00+00:00,DK1,solar,3.45,60
2022-01-17T17:00:00+00:00,DK1,solar,3.43,60
2022-01-17T18:00:00+00:00,DK1,solar,3.41,60
2022-01-17T19:00:00+00:00,DK1,solar,3.44,60
2022-01-17T20:00:00+00:00,DK1,solar,3.44,60
2022-01-17T21:00:00+00:00,DK1,solar,3.41,60
2022-01-17T22:00:00+00:00,DK1,solar,3.43,60
2022-01-17T23:00:00+00:00,DK1,solar,3.44,60
2022-01-18T00:00:00+00:00,DK1,solar,3.43,60
2022-01-18T01:00:00+00:00,DK1,solar,3.44,60
2022-01-18T02:00:00+00:00,DK1,solar,3.46,60
2022-01-18T03:00:00+00:00,DK1,solar,3.44,60
2022-01-18T04:00:00+00:00,DK1,solar,3.43,60
2022-01-18T05:00:00+00:00,DK1,solar,3.45,60
2022-01-18T06:00:00+00:00,DK1,solar,3.4,60
2022-01-18T07:00:00+00:00,DK1,solar,5.29,60
2022-01-18T08:00:00+00:00,DK1,solar,27.36,60
2022-01-18T09:00:00+00:00,DK1,solar,74.79,60
2022-01-18T10:00:00+00:00,DK1,solar,91.97,60
2022-01-18T11:00:00+00:00,DK1,solar,126.07,60
2022-01-18T12:00:00+00:00,DK1,solar,119.0,60
2022-01-18T13:00:00+00:00,DK1,solar,98.88,60
2022-01-18T14:00:00+00:00,DK1,solar,53.85,60
2022-01-18T15:00:00+00:00,DK1,solar,8.01,60
2022-01-18T16:00:00+00:00,DK1,solar,0.73,60
2022-01-18T17:00:00+00:00,DK1,solar,0.7,60
2022-01-18T18:00:00+00:00,DK1,solar,0.7,60
2022-01-18T19:00:00+00:00,DK1,solar,0.7,60
2022-01-18T20:00:00+00:00,DK1,solar,0.7,60
2022-01-18T21:00:00+00:00,DK1,solar,0.7,60
2022-01-18T22:00:00+00:00,DK1,solar,0.7,60
2022-01-18T23:00:00+00:00,DK1,solar,0.7,60
2022-01-19T00:00:00+00:00,DK1,solar,0.7,60
2022-01-19T01:00:00+00:00,DK1,solar,0.7,60
2022-01-19T02:00:00+00:00,DK1,solar,0.69,60
2022-01-19T03:00:00+00:00,DK1,solar,0.69,60
2022-01-19T04:00:00+00:00,DK1,solar,0.69,60
2022-01-19T05:00:00+00:00,DK1,solar,0.69,60
2022-01-19T06:00:00+00:00,DK1,solar,0.7,60
2022-01-19T07:00:00+00:00,DK1,solar,0.91,60
2022-01-19T08:00:00+00:00,DK1,solar,6.61,60
2022-01-19T09:00:00+00:00,DK1,solar,19.0,60
2022-01-19T10:00:00+00:00,DK1,solar,22.08,60
2022-01-19T11:00:00+00:00,DK1,solar,19.11,60
2022-01-19T12:00:00+00:00,DK1,solar,16.71,60
2022-01-19T13:00:00+00:00,DK1,solar,13.89,60
2022-01-19T14:00:00+00:00,DK1,solar,9.75,60
2022-01-19T15:00:00+00:00,DK1,solar,1.18,60
2022-01-19T16:00:00+00:00,DK1,solar,0.65,60
2022-01-19T17:00:00+00:00,DK1,solar,0.65,60
2022-01-19T18:00:00+00:00,DK1,solar,0.65,60
2022-01-19T19:00:00+00:00,DK1,solar,0.65,60
2022-01-19T20:00:00+00:00,DK1,solar,0.65,60
2022-01-19T21:00:00+00:00,DK1,solar,0.65,60
2022-01-19T22:00:00+00:00,DK1,solar,0.65,60
2022-01-19T23:00:00+00:00,DK1,solar,0.65,60
2022-01-20T00:00:00+00:00,DK1,solar,0.65,60
2022-01-20T01:00:00+00:00,DK1,solar,0.65,60
2022-01-20T02:00:00+00:00,DK1,solar,0.65,60
2022-01-20T03:00:00+00:00,DK1,solar,0.65,60
2022-01-20T04:00:00+00:00,DK1,solar,0.65,60
2022-01-20T05:00:00+00:00,DK1,solar,0.66,60
2022-01-20T06:00:00+00:00,DK1,solar,0.65,60
2022-01-20T07:00:00+00:00,DK1,solar,2.95,60
2022-01-20T08:00:00+00:00,DK1,solar,56.51,60
