time_start,zone,imbl_sales_price_eur_mwh,imbl_purchase_price_eur_mwh,up_reg_price_eur_mwh,down_reg_price_eur_mwh,main_dir_reg_power,imbl_spot_diff_eur_mwh
2026-01-01T00:00:00Z,SE4,-1.0,-1.0,38.3,-1.0,-1.0,-39.3
2026-01-01T00:15:00Z,SE4,1.0,1.0,38.66,1.0,-1.0,-37.66
2026-01-01T00:30:00Z,SE4,0.0,0.0,35.76,0.0,-1.0,-35.76
2026-01-01T00:45:00Z,SE4,4.0,4.0,23.31,4.0,-1.0,-19.31
2026-01-01T01:00:00Z,SE4,3.0,3.0,32.64,3.0,-1.0,-29.64
2026-01-01T01:15:00Z,SE4,4.0,4.0,19.42,4.0,-1.0,-15.42
2026-01-01T01:30:00Z,SE4,-1.0,-1.0,14.43,-1.0,-1.0,-15.43
2026-01-01T01:45:00Z,SE4,-0.5,-0.5,7.34,-0.5,-1.0,-7.84
2026-01-01T02:00:00Z,SE4,4.0,4.0,10.07,4.0,-1.0,-6.07
2026-01-01T02:15:00Z,SE4,6.74,6.74,22.0,6.74,-1.0,0.0
2026-01-01T02:30:00Z,SE4,7.03,7.03,7.03,4.48,1.0,2.55
2026-01-01T02:45:00Z,SE4,-1.5,-1.5,4.06,-1.5,-1.0,-5.56
2026-01-01T03:00:00Z,SE4,4.59,4.59,7.05,4.59,-1.0,0.0
2026-01-01T03:15:00Z,SE4,4.0,4.0,4.38,4.0,-1.0,-0.38
2026-01-01T03:30:00Z,SE4,-1.0,-1.0,3.59,-1.0,-1.0,-4.59
2026-01-01T03:45:00Z,SE4,-5.0,-5.0,3.16,-5.0,-1.0,-8.16
2026-01-01T04:00:00Z,SE4,-5.0,-5.0,3.19,-5.0,-1.0,-8.19
2026-01-01T04:15:00Z,SE4,0.0,0.0,2.54,0.0,-1.0,-2.54
2026-01-01T04:30:00Z,SE4,2.55,2.55,2.55,2.55,-1.0,0.0
2026-01-01T04:45:00Z,SE4,1.0,1.0,2.54,1.0,-1.0,-1.54
2026-01-01T05:00:00Z,SE4,2.52,2.52,4.73,2.52,-1.0,0.0
2026-01-01T05:15:00Z,SE4,2.53,2.53,10.0,2.53,-1.0,0.0
2026-01-01T05:30:00Z,SE4,1.0,1.0,3.01,1.0,-1.0,-2.01
2026-01-01T05:45:00Z,SE4,3.79,3.79,4.71,3.79,-1.0,0.0
2026-01-01T06:00:00Z,SE4,-1.98,-1.98,2.55,-1.98,-1.0,-4.53
2026-01-01T06:15:00Z,SE4,-1.94,-1.94,2.59,-1.94,-1.0,-4.53
2026-01-01T06:30:00Z,SE4,1.0,1.0,3.2,1.0,-1.0,-2.2
2026-01-01T06:45:00Z,SE4,1.0,1.0,3.8,1.0,-1.0,-2.8
2026-01-01T07:00:00Z,SE4,-6.7,-6.7,2.65,-6.7,-1.0,-9.35
2026-01-01T07:15:00Z,SE4,-5.0,-5.0,3.51,-5.0,-1.0,-8.51
2026-01-01T07:30:00Z,SE4,-1.0,-1.0,3.8,-1.0,-1.0,-4.8
2026-01-01T07:45:00Z,SE4,-1.0,-1.0,3.89,-1.0,-1.0,-4.89
2026-01-01T08:00:00Z,SE4,-5.0,-5.0,3.82,-5.0,-1.0,-8.82
2026-01-01T08:15:00Z,SE4,-5.0,-5.0,3.85,-5.0,-1.0,-8.85
2026-01-01T08:30:00Z,SE4,-1.94,-1.94,4.03,-1.94,-1.0,-5.97
2026-01-01T08:45:00Z,SE4,0.0,0.0,4.57,0.0,-1.0,-4.57
2026-01-01T09:00:00Z,SE4,-5.0,-5.0,4.63,-5.0,-1.0,-9.63
2026-01-01T09:15:00Z,SE4,0.0,0.0,4.63,0.0,-1.0,-4.63
2026-01-01T09:30:00Z,SE4,4.09,4.09,4.68,4.09,-1.0,-0.59
2026-01-01T09:45:00Z,SE4,1.0,1.0,4.69,1.0,-1.0,-3.69
2026-01-01T10:00:00Z,SE4,-5.0,-5.0,4.73,-5.0,-1.0,-9.73
2026-01-01T10:15:00Z,SE4,-1.5,-1.5,5.05,-1.5,-1.0,-6.55
2026-01-01T10:30:00Z,SE4,-1.0,-1.0,5.71,-1.0,-1.0,-6.71
2026-01-01T10:45:00Z,SE4,1.0,1.0,5.6,1.0,-1.0,-4.6
2026-01-01T11:00:00Z,SE4,-5.0,-5.0,5.24,-5.0,-1.0,-10.24
2026-01-01T11:15:00Z,SE4,-2.13,-2.13,5.49,-2.13,-1.0,-7.62
2026-01-01T11:30:00Z,SE4,-1.0,-1.0,5.56,-1.0,-1.0,-6.56
2026-01-01T11:45:00Z,SE4,-5.0,-5.0,5.75,-5.0,-1.0,-10.75
2026-01-01T12:00:00Z,SE4,-5.0,-5.0,6.12,-5.0,-1.0,-11.12
2026-01-01T12:15:00Z,SE4,-1.0,-1.0,7.0,-1.0,-1.0,-8.0
2026-01-01T12:30:00Z,SE4,5.5,5.5,7.01,5.5,-1.0,-1.51
2026-01-01T12:45:00Z,SE4,-1.0,-1.0,7.36,-1.0,-1.0,-8.36
2026-01-01T13:00:00Z,SE4,-1.0,-1.0,7.75,-1.0,-1.0,-8.75
2026-01-01T13:15:00Z,SE4,9.26,9.26,9.47,9.26,-1.0,-0.21
2026-01-01T13:30:00Z,SE4,-5.0,-5.0,10.72,-5.0,-1.0,-15.72
2026-01-01T13:45:00Z,SE4,0.0,0.0,12.52,0.0,-1.0,-12.52
2026-01-01T14:00:00Z,SE4,4.0,4.0,11.13,4.0,-1.0,-7.13
2026-01-01T14:15:00Z,SE4,-1.75,-1.75,15.41,-1.75,-1.0,-17.16
2026-01-01T14:30:00Z,SE4,-1.0,-1.0,15.54,-1.0,-1.0,-16.54
2026-01-01T14:45:00Z,SE4,1.0,1.0,18.61,1.0,-1.0,-17.61
